,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,grade,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1376,1.0,0.1178,380.76,10.73116563,15.21,5039.958333,10197.0,75.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1381,1.0,0.1209,299.32,10.87804719,4.3,1679.958333,9735.0,72.1,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1382,1.0,0.0938,359.74,10.71441777,12.96,3599.958333,12341.0,30.8,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1383,1.0,0.1146,197.75,10.34817337,13.73,2069.958333,14154.0,85.8,0.0,0.0,0.0,1.0,2,1,0,0,0,0,0
1384,1.0,0.0768,124.77,10.23995979,5.57,6095.041667,4988.0,14.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1386,1.0,0.0938,172.68,11.49685706,19.36,6000.0,36976.0,53.1,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1389,1.0,0.1272,536.11,11.73606902,10.62,5970.0,35114.0,52.6,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1391,1.0,0.1178,178.8,10.6454249,10.57,3780.0,6770.0,21.2,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1392,1.0,0.0907,159.17,11.35040654,5.46,3090.0,6528.0,14.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1393,1.0,0.0963,32.1,10.30895266,2.64,1928.958333,11738.0,30.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1394,1.0,0.1114,820.13,11.51292546,5.95,6119.958333,31752.0,53.1,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
1395,1.0,0.1304,384.34,11.47210347,8.98,1170.0,6201.0,66.7,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1396,1.0,0.08,256.96,11.21182037,11.46,6419.958333,23891.0,19.3,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1397,1.0,0.1178,264.88,10.858999,9.09,3629.958333,15217.0,58.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1398,1.0,0.1051,260.06,10.71441777,11.41,3929.958333,2193.0,6.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1400,1.0,0.06,216.38,10.23995979,12.09,2550.0,14320.0,67.5,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1401,1.0,0.0768,31.19,11.1844214,16.9,6419.958333,28938.0,23.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1405,1.0,0.1241,233.88,11.51292546,7.88,9270.0,6410.0,41.4,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1407,1.0,0.1367,816.43,11.46163217,17.68,3330.0,34565.0,89.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1408,1.0,0.102,161.81,11.15619338,8.21,3070.0,2535.0,50.7,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1409,1.0,0.1083,489.88,11.01006801,16.01,5850.0,35692.0,40.1,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1410,1.0,0.1178,215.22,11.42081018,2.14,4410.0,4541.0,96.6,2.0,0.0,0.0,1.0,1,0,0,0,1,0,0
1411,1.0,0.1241,200.47,10.77895629,17.53,6509.958333,1966.0,93.6,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1413,1.0,0.08,313.37,10.59663473,6.48,4923.0,19998.0,18.3,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1415,1.0,0.1336,203.21,10.99373159,16.24,3539.958333,1995.0,30.7,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1416,1.0,0.1367,489.86,11.69524702,13.01,4200.0,14827.0,43.5,3.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1417,1.0,0.102,177.99,10.73630972,6.03,4589.958333,1442.0,13.5,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1418,1.0,0.1178,595.97,11.44035477,17.43,3899.958333,29046.0,41.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1419,1.0,0.102,275.07,10.66886237,9.15,2909.958333,6725.0,43.7,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1421,1.0,0.1051,325.08,11.05089001,22.63,6660.0,15655.0,44.3,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1424,1.0,0.1146,329.57,10.89673933,21.69,5250.0,21462.0,40.9,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1425,1.0,0.1209,330.08,11.44571672,12.92,2190.0,26845.0,80.5,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1427,1.0,0.0938,191.87,10.71441777,10.69,2760.0,1774.0,13.3,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1429,1.0,0.1051,162.54,10.40477786,2.4,3848.0,1411.0,35.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1430,1.0,0.1083,391.9,10.57131693,18.22,2519.958333,16100.0,39.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1431,1.0,0.1114,328.06,10.6214249,21.92,2640.0,9042.0,16.2,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1433,1.0,0.1304,505.7,11.98292909,12.61,3569.958333,30055.0,72.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1436,1.0,0.1146,329.57,11.45100751,7.85,6600.0,17465.0,95.4,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1437,1.0,0.1178,496.64,11.12726298,22.43,8013.0,10635.0,46.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1438,1.0,0.1126,336.03,11.15625052,1.73,3038.041667,7044.0,13.7,3.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1440,1.0,0.1083,653.17,11.08220409,8.2,4171.0,12418.0,66.2,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1442,1.0,0.1442,206.3,11.17147687,15.18,6709.041667,38616.0,76.3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1444,1.0,0.1051,243.81,10.85892207,7.82,4379.958333,5911.0,20.9,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1445,1.0,0.102,161.81,10.59653473,13.08,3929.958333,6013.0,51.0,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1446,1.0,0.1367,110.56,10.1266311,24.34,1223.041667,10098.0,24.7,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1447,1.0,0.102,58.26,10.6454249,11.09,2519.958333,3628.0,26.1,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1448,1.0,0.1114,492.08,11.22524339,7.81,7140.0,14340.0,71.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1449,1.0,0.1367,748.39,11.0744205,13.13,3989.958333,25716.0,55.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1450,1.0,0.1051,747.67,11.22524339,24.93,3840.0,3553.0,5.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1451,1.0,0.1178,529.75,10.6214249,15.31,3000.041667,19604.0,43.3,3.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1452,1.0,0.1241,400.93,11.40756495,7.4,1470.0,10868.0,37.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1454,1.0,0.1051,126.78,11.22524339,20.23,4619.958333,4508.0,30.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1455,1.0,0.08,125.35,10.97678203,5.07,4081.0,345.0,0.6,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1456,1.0,0.1083,246.57,10.37361617,21.48,5990.041667,7779.0,83.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1457,1.0,0.1083,261.27,10.62132735,13.29,5190.0,30362.0,46.4,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1458,1.0,0.1493,346.32,11.31447453,8.68,5339.958333,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1459,1.0,0.1148,725.31,11.28978191,3.33,3925.958333,6628.0,7.3,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1461,1.0,0.0938,207.85,10.1266311,15.98,3757.041667,583.0,21.6,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1462,1.0,0.1178,331.1,10.80576049,17.67,3599.958333,27496.0,33.4,1.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1463,1.0,0.1272,302.04,10.57131693,9.29,6179.958333,3910.0,46.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1464,1.0,0.1051,260.06,10.43399815,11.19,2520.0,10.0,0.1,3.0,0.0,0.0,1.0,1,0,0,0,0,1,0
1465,1.0,0.1051,165.79,11.02190247,5.67,1799.958333,40.0,1.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1466,1.0,0.1272,268.48,10.97848998,0.51,4019.958333,276.0,0.8,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1467,1.0,0.0907,95.5,11.06929109,3.03,6509.958333,4483.0,72.3,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0
1469,1.0,0.1399,410.08,10.79314679,10.11,4830.0,15043.0,76.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1470,1.0,0.1146,79.1,10.77895629,12.43,1950.041667,5027.0,62.8,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1471,1.0,0.1178,331.1,11.09133097,8.8,2310.0,27406.0,40.5,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1472,1.0,0.1241,559.63,10.71441777,24.75,6179.958333,28116.0,95.3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1476,1.0,0.1367,217.72,11.6127708,24.03,4739.958333,36475.0,92.3,3.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1478,1.0,0.1083,440.89,11.26446411,11.52,4319.958333,12266.0,41.2,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1479,1.0,0.1083,620.51,10.91501573,14.34,4229.958333,5503.0,55.0,4.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1480,1.0,0.1367,326.57,11.2362229,13.97,3636.958333,9375.0,93.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1481,1.0,0.1272,503.39,10.81977828,24.94,3690.0,8214.0,54.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1482,1.0,0.1399,307.56,10.55059079,10.71,4590.0,3015.0,82.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1483,1.0,0.143,411.89,11.1844214,20.87,3269.958333,12089.0,64.6,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1485,1.0,0.0907,222.83,10.73639668,21.65,2970.0,5368.0,16.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1486,1.0,0.143,274.59,10.52406404,23.27,3000.0,11531.0,76.9,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1487,1.0,0.1426,411.67,11.50287513,3.83,6059.958333,10106.0,67.4,3.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1489,1.0,0.1304,269.71,10.74720759,5.7,8249.958333,8033.0,73.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1490,1.0,0.1241,185.43,9.998797732,11.73,3539.958333,1212.0,22.9,3.0,0.0,0.0,1.0,2,0,0,1,0,0,0
1491,1.0,0.08,313.37,11.09741002,20.25,8220.0,9632.0,6.8,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1492,1.0,0.1083,308.63,11.15625052,14.33,5069.958333,13823.0,79.9,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1493,1.0,0.143,34.33,9.61580548,15.04,3330.0,6553.0,96.0,3.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1494,1.0,0.1304,185.43,9.998797732,5.02,2159.958333,2614.0,52.3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1495,1.0,0.1525,556.61,10.97164063,11.48,4920.0,16052.0,88.2,3.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1496,1.0,0.1083,293.93,10.55841352,17.86,2670.041667,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1499,1.0,0.1114,98.42,10.6214249,4.54,3840.041667,4693.0,75.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1500,1.0,0.1367,340.18,11.00209984,12.54,3570.0,27860.0,89.4,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1502,1.0,0.1051,195.05,10.30895266,14.36,1920.041667,5028.0,40.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1503,1.0,0.1178,49.67,11.98292909,7.68,3630.0,5350.0,87.7,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1504,1.0,0.1146,273.55,11.31447453,15.5,3364.041667,22164.0,96.8,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1506,1.0,0.1083,78.38,10.46310334,17.62,2640.041667,15755.0,88.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1507,1.0,0.1241,267.29,9.903487553,0.6,1440.0,2000.0,11.4,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1508,1.0,0.1272,293.65,11.36917056,20.12,2790.0,25965.0,52.5,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1510,1.0,0.08,156.69,11.40756495,4.28,5010.0,14442.0,28.3,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1511,1.0,0.1114,275.57,11.3736634,11.88,4110.041667,24216.0,73.8,3.0,0.0,0.0,1.0,2,0,0,1,0,0,0
1512,1.0,0.1146,329.57,11.51292546,4.43,2850.0,13175.0,46.9,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1513,1.0,0.1399,340.88,11.11274636,4.15,3960.0,11574.0,75.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1514,1.0,0.1241,267.29,10.46310334,6.38,1410.0,7740.0,37.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1516,1.0,0.1241,60.14,11.48246626,19.24,5460.0,34093.0,93.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1517,1.0,0.1114,255.88,10.6214249,20.46,2831.0,11437.0,41.6,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1520,1.0,0.1367,136.08,9.61580548,14.0,3000.041667,5617.0,87.8,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1521,1.0,0.0768,187.14,10.59663473,24.15,3030.041667,1478.0,10.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1523,1.0,0.1557,244.62,10.78931908,2.72,3010.041667,3273.0,69.6,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1524,1.0,0.0907,318.33,10.81977828,9.62,6150.0,18917.0,33.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1528,1.0,0.1178,231.77,10.39696354,16.85,4530.041667,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1529,1.0,0.1347,508.84,11.47210347,13.44,2256.0,8272.0,33.2,3.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1530,1.0,0.1083,244.94,10.82988702,14.59,4050.041667,3800.0,21.7,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1531,1.0,0.1083,78.38,10.59663473,15.75,5160.041667,13620.0,29.9,2.0,0.0,0.0,1.0,2,1,0,0,0,0,0
1535,1.0,0.1272,134.24,10.56746336,3.98,1830.0,5490.0,12.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1536,1.0,0.1493,242.42,10.16585182,11.77,1170.041667,12597.0,63.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1539,1.0,0.1178,662.19,10.858999,15.42,3755.041667,25971.0,66.6,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1540,1.0,0.1178,240.05,11.56171563,5.04,3630.0,2134.0,12.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1542,1.0,0.1399,222.13,10.83981618,13.81,3060.041667,29212.0,63.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1543,1.0,0.1392,682.74,11.38962725,24.94,4975.958333,27160.0,65.7,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1545,1.0,0.1209,249.43,10.81977828,19.73,3360.041667,12985.0,22.9,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1547,1.0,0.08,142.59,10.97848998,5.58,7590.0,19572.0,49.3,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1548,1.0,0.0768,93.57,10.35316092,19.33,2610.041667,2707.0,13.4,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1549,1.0,0.0907,318.33,11.46163217,9.79,7470.041667,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1550,1.0,0.1178,198.66,10.6454249,10.6,3090.041667,1878.0,81.7,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1552,1.0,0.1399,410.08,10.81977828,12.14,2220.041667,12651.0,86.1,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1553,1.0,0.1557,314.51,10.59653473,0.0,2940.041667,0.0,42.4,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1554,1.0,0.1114,278.85,10.6454249,19.54,3990.0,2689.0,14.5,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1555,1.0,0.1336,101.61,10.34595939,17.46,1860.041667,4922.0,65.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1556,1.0,0.0907,152.8,10.77895629,14.6,7350.041667,8900.0,49.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1557,1.0,0.1146,430.92,11.42954386,12.63,5520.041667,27920.0,33.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1559,1.0,0.1114,303.45,11.00209984,6.48,2580.041667,52.0,1.5,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1560,1.0,0.1367,748.39,11.22524339,22.08,2940.041667,23176.0,84.3,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1562,1.0,0.1051,496.55,11.00209984,9.94,5010.0,23218.0,29.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1563,1.0,0.1051,48.77,10.93310697,12.94,9120.0,388.0,6.2,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1566,1.0,0.102,161.81,11.05089001,11.09,3600.0,836.0,9.2,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1567,1.0,0.1146,164.79,10.82480563,13.09,1260.041667,2042.0,13.9,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1568,1.0,0.102,77.67,9.546812609,0.86,1772.0,185.0,1.7,1.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1569,1.0,0.1209,332.58,11.51292546,15.01,5130.041667,25853.0,41.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1570,1.0,0.1146,197.75,10.27505111,4.34,2280.041667,3430.0,25.2,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1571,1.0,0.1146,494.36,11.22524339,11.58,4350.0,20133.0,76.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1573,1.0,0.162,211.54,11.08367983,14.91,4621.0,3234.0,98.0,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1575,1.0,0.1493,346.32,10.91523391,12.85,4052.041667,18810.0,59.5,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1576,1.0,0.1051,173.11,11.35035948,21.12,7350.041667,30067.0,61.8,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1577,1.0,0.0907,458.39,11.35040654,1.5,4470.041667,4658.0,10.7,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1580,1.0,0.1114,177.97,11.28978191,24.77,3750.041667,12216.0,56.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1581,1.0,0.1304,674.27,10.87812266,8.87,4380.0,5432.0,50.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1583,1.0,0.1209,199.55,11.3224427,18.06,3030.041667,23958.0,87.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1584,1.0,0.0737,93.14,10.9241383,8.95,7410.041667,4975.0,21.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1587,1.0,0.1146,381.48,11.15625052,0.26,6570.0,495.0,4.9,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1588,1.0,0.1083,212.28,10.61820051,24.43,3900.0,28473.0,26.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1589,1.0,0.1399,273.39,11.22524339,11.98,5160.041667,6372.0,95.7,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1591,1.0,0.1557,419.35,10.73639668,12.5,1860.041667,12376.0,97.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1592,1.0,0.1051,382.78,11.69524702,3.91,4110.041667,20892.0,33.2,1.0,0.0,0.0,0.0,2,0,0,0,1,0,0
1596,1.0,0.102,330.09,10.69194491,14.37,2610.041667,14869.0,46.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1598,1.0,0.1209,432.35,10.81977828,11.16,3450.041667,12941.0,96.6,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1599,1.0,0.0768,93.57,11.22524339,11.9,3210.0,5263.0,48.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1601,1.0,0.102,194.17,11.04574983,3.56,8100.041667,3567.0,66.1,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1602,1.0,0.0938,175.88,10.93310697,5.36,3570.0,2707.0,56.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1604,1.0,0.102,323.62,10.45045222,16.22,7890.041667,21626.0,64.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1606,1.0,0.1241,668.21,11.60823564,10.92,5370.0,25717.0,33.9,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1609,1.0,0.1083,39.19,10.59663473,6.59,2310.041667,1262.0,42.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1611,1.0,0.1178,165.55,11.22524339,1.84,5430.0,5104.0,44.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1614,1.0,0.1221,832.88,11.8493977,11.97,6388.041667,2796.0,6.1,4.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1616,1.0,0.1525,347.88,11.00209984,1.28,1290.041667,4980.0,55.3,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1617,1.0,0.1557,270.83,10.30895266,23.12,1200.041667,7333.0,71.9,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1618,1.0,0.1272,167.8,10.21097225,7.19,1860.041667,5091.0,57.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1620,1.0,0.08,156.69,9.878169745,9.23,5190.041667,5783.0,25.4,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1624,1.0,0.1209,399.09,11.12726298,4.29,1710.0,9273.0,19.7,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1625,1.0,0.0768,155.95,10.81977828,8.47,4950.041667,14020.0,38.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1626,1.0,0.0938,230.24,10.71441777,0.0,4500.041667,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1627,1.0,0.1304,674.27,11.47210347,13.95,1139.041667,1175.0,22.2,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1628,1.0,0.1083,483.35,10.81977828,5.52,2581.041667,3943.0,12.2,2.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1629,1.0,0.1209,399.09,11.08220409,21.03,3750.041667,18273.0,85.4,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1630,1.0,0.0938,159.89,10.43399815,1.66,3287.0,2221.0,34.2,3.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1631,1.0,0.1209,359.18,10.57867441,5.53,1650.041667,14922.0,43.8,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1632,1.0,0.1336,677.36,10.85892207,18.19,3360.041667,26282.0,68.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1634,1.0,0.1304,536.05,11.1844214,3.52,3270.0,16122.0,97.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1635,1.0,0.0938,431.69,11.51292546,10.6,6964.041667,18640.0,44.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1636,1.0,0.08,78.35,10.64799303,23.88,4380.0,634.0,14.4,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1637,1.0,0.143,293.47,11.27720313,18.14,4440.041667,7987.0,42.5,3.0,0.0,0.0,1.0,0,0,1,0,0,0,0
1641,1.0,0.0907,305.6,10.85892207,3.67,5490.0,1631.0,1.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1642,1.0,0.1588,526.47,11.51588109,11.13,4921.041667,9935.0,16.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1643,1.0,0.08,159.82,10.93310697,7.85,4080.041667,2839.0,35.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1644,1.0,0.1051,117.03,10.858999,19.87,6840.0,9423.0,31.3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1646,1.0,0.0938,204.66,10.49127422,19.03,4114.041667,13871.0,38.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1648,1.0,0.1568,490.03,10.91508846,18.92,1680.0,20619.0,59.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1649,1.0,0.0938,399.72,11.29476946,3.67,4410.0,6495.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1650,1.0,0.1083,594.39,10.71441777,18.83,3660.0,21526.0,55.5,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1652,1.0,0.1178,529.75,11.62621844,7.77,3690.041667,4923.0,29.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1653,1.0,0.0988,322.11,11.15625052,11.78,5667.041667,7875.0,25.8,3.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1656,1.0,0.1083,293.93,10.23995979,12.3,4500.041667,11679.0,51.2,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1657,1.0,0.1126,197.18,10.5454467,2.34,2640.041667,647.0,17.5,1.0,0.0,0.0,1.0,1,0,0,1,0,0,0
1658,1.0,0.102,233.01,11.2009507,11.36,2490.0,737.0,73.7,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1660,1.0,0.1083,326.59,11.00209984,2.88,3450.041667,3123.0,10.4,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1662,1.0,0.102,323.62,11.41861479,13.32,1740.0,14411.0,20.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1663,1.0,0.1146,229.06,11.53272809,13.56,5940.041667,32024.0,63.8,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1666,1.0,0.1272,687.13,10.96812932,9.48,3840.041667,14066.0,24.3,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1667,1.0,0.0907,222.83,10.93310697,0.73,2370.041667,2240.0,5.1,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1668,1.0,0.1178,662.19,11.32328922,0.22,3510.041667,106.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1669,1.0,0.0938,447.68,10.30895266,21.76,5280.041667,19291.0,34.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1670,1.0,0.1178,165.55,10.23995979,14.77,1800.0,7443.0,23.0,3.0,0.0,0.0,0.0,1,0,0,1,0,0,0
